theta,q,u
-0.00018629985912537253,0.004671283985153802,-0.0024301706728415366
-0.0001395870192738345,0.003991740979148521,-0.0021158705489414432
-9.966960948234928e-05,0.0073796877710365855,-0.004228473443657252
-2.5872731771983435e-05,0.00435675901099206,-0.002562309943051269
1.769485833793716e-05,0.002388654298625072,-0.0014685822958509175
4.1581401324187885e-05,0.002491084477287796,-0.0015778134890210532
6.649224609706585e-05,0.005809133428797877,-0.003618464549472858
0.00012458358038504463,0.00647329178047703,-0.004133142229056307
0.00018931649818981492,0.005779363823671896,-0.0038462512905827672
0.0002471101364265339,0.0033523543665471946,-0.0025056328927813847
0.00028063368009200585,-0.001680871515052836,0.00044725554884768976
0.0002638249649414775,-0.004735588349829595,0.0023137030800148015
0.00021646908144318152,-0.007867034858856719,0.004287282752427668
0.00013779873285461435,-0.0057868129964204545,0.0031964903321430437
7.99306028904098e-05,-0.00874022836174329,0.005084275811265155
-7.471680727023114e-06,-0.007797542181336695,0.0046934686702560634
-8.544710254039006e-05,-0.006186777793172936,0.003882960880984542
-0.00014731488047211943,-0.004472767911765457,0.002978290508003513
-0.000192042559589774,-0.005275843160053961,0.0035495910152119245
-0.0002448009911903136,-0.0012443586652776447,0.001236217181547214
-0.00025724457784309006,-0.002370805022207119,0.0019369721690104514
-0.00028095262806516124,-0.0015956378780309405,0.0015192879829488866
-0.00029690900684547063,-0.0020140003817285695,0.0018022182427280828
-0.00031704901066275634,-0.0007063359626145545,0.0010578995988942453
-0.0003241123702889019,-0.001061550969503655,0.0012851553222799968
-0.00033472787998393847,0.0006438205445734018,0.0002831634332238359
0.0002501462042498908,-0.47145926676114674,0.2823752676481882
-0.004464446463361577,-0.40371196409889076,0.2511560713860576
-0.008501566104350485,-0.3480319177994443,0.22582228288836756
-0.011981885282344928,-0.29379531481297894,0.2002409594524772
-0.014919838430474718,-0.2474732396154745,0.17832362063023413
-0.017394570826629464,-0.20740637454370087,0.15923296637947942
-0.019468634572066473,-0.1716653109058969,0.14193645568767108
-0.02118528768112544,-0.13631489950192854,0.124159515063408
-0.02254843667614473,-0.10477912198920017,0.10796434654580955
-0.023596227896036732,-0.07822644356834899,0.09412832193308285
-0.024378492331720222,-0.05326613574107969,0.08071666610808825
-0.024911153689131018,-0.0313366710592494,0.06862431001381167
-0.02522452039972351,-0.015064295861958295,0.059487618316622
-0.025375163358343094,-0.0010184855584225907,0.05136141805173974
-0.02538534821392732,0.014041380939304373,0.04234586786427201
-0.025244934404534274,0.02738326854368807,0.0340599076828557
-0.024971101719097395,0.03504751583393256,0.028913693937835255
-0.024620626560758068,0.04516132096889858,0.02214446054017699
-0.024169013351069083,0.05253511287470441,0.01681695897731552
-0.02364366222232204,0.05837502579834631,0.012262308965636293
-0.023059911964338577,0.06543725595164339,0.006857470357691124
-0.022405539404822143,0.06906702398442907,0.0033708644189868464
-0.021714869164977852,0.06956647307845784,0.0016898544828810036
-0.021019204434193275,0.06961013431122569,0.0002723282816511352
-0.020323103091081016,0.06955775732194322,-0.0010884482110039007
-0.019627525517861583,0.06892105774483166,-0.0020975836111758323
-0.018938314940413266,0.07052484839788191,-0.004438279157902611
-0.01823306645643445,0.07265502471411688,-0.007126881915601228
-0.01750651620929328,0.07298896380738222,-0.008780345865842767
-0.016776626571219456,0.07363761094418375,-0.010629313424071335
-0.01604025046177762,0.0699628920166568,-0.009897234286438843
-0.01534062154161105,0.07052562884344629,-0.011634134222845677
-0.014635365253176586,0.06909122556305722,-0.012184004831481157
-0.013944452997546014,0.0677296865526466,-0.012748905936495934
-0.013267156132019549,0.06630484618316004,-0.013248595445856926
-0.012604107670187948,0.06765238726422933,-0.015383217018161695
-0.011927583797545655,0.0644340501020335,-0.014805262466128791
-0.01128324329652532,0.06099994572219641,-0.014033480840267204
-0.010673243839303357,0.058253552246741204,-0.013605643669438009
-0.010090708316835945,0.06059278233841007,-0.01617425276937415
-0.009484780493451844,0.05651901549211012,-0.014941848308362385
-0.008919590338530743,0.05292910598553366,-0.013918282914258708
-0.008390299278675406,0.04942881823719033,-0.012876692384963383
-0.007896011096303503,0.044450176108556366,-0.010878083472526813
-0.00745150933521794,0.04058519400672657,-0.00944809773360006
-0.007045657395150674,0.03898584093299087,-0.009300189769493176
-0.006655798985820765,0.03647806934367491,-0.008575243634563414
-0.006291018292384016,0.02954664451720789,-0.005145950125556702
-0.005995551847211937,0.029346668868706297,-0.0056168976267999045
-0.005702085158524874,0.028070294983963556,-0.0054380066733283865
-0.005421382208685238,0.026867996114811294,-0.005278033251516299
-0.005152702247537125,0.023972718355439064,-0.0040782265181891885
-0.004912975063982734,0.027156185487169436,-0.006467761164336193
-0.00464141320911104,0.023051788119371322,-0.004548246453400713
-0.004410895327917327,0.02456627077177055,-0.005917971807227676
-0.004165232620199621,0.026890400134184,-0.007803774840111155
-0.003896328618857781,0.026335927195926825,-0.008008899079840532
-0.0036329693468985127,0.025301847803245306,-0.007915169988150159
-0.0033799508688660595,0.022584596139338216,-0.006790855945870811
-0.0031541049074726773,0.021535409114441222,-0.006613035653719379
-0.002938750816328265,0.01911166608586982,-0.005589498018865362
-0.0027476341554695666,0.015323143980822582,-0.003698618077554415
-0.002594402715661341,0.01407343904068279,-0.003255257993086992
-0.002453668325254513,0.011112071058663886,-0.001759905984689305
-0.0023425476146678743,0.009634013269317256,-0.0010953127322546052
